Brand,Battery capacity,Screen size,Resolution,Processor,RAM,Internal storage,Camera,Operating system,Number of SIMs,Price
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,4000 mb,64 GB,64 MP Rear + 16MP Front Camera,Android,2,16999
Realme,4200 mAh,6.44 inch,1080 x 2400 px,8,8000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,41999
Realme,4200 mAh,6.44 inch,1080 x 2400 px,8,8000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,41999
Realme,4200 mAh,6.44 inch,1080 x 2400 px,8,12000 mb,256 GB,64 MP Rear + 32MP Front Camera,Android,2,46999
Realme,5000 mAh,6.52 inch,720 x 1600 px,8,3000 mb,32 GB,12 MP Rear + 5MP Front Camera,Android,2,8999
Realme,4300 mAh,6.5 inch,2400 x 1080 px,8,6000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,16999
Realme,4300 mAh,6.6 inch,2400 x 1080 px,8,8000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,19999
Realme,4300 mAh,6.6 inch,2400 x 1080 px,8,8000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,19999
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,2000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,6999
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,2000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,6999
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,7499
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,7499
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,7499
Realme,4300 mAh,6.5 inch,2400 x 1080 px,8,8000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,17999
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,7499
Realme,4035 mAh,6.3 inch,2340 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,13999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,6000 mb,64 GB,64 MP Rear + 16MP Front Camera,Android,2,29999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,6000 mb,64 GB,64 MP Rear + 16MP Front Camera,Android,2,29999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,12000 mb,256 GB,64 MP Rear + 16MP Front Camera,Android,2,36999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,12000 mb,256 GB,64 MP Rear + 16MP Front Camera,Android,2,36999
Realme,4300 mAh,6.5 inch,2400 x 1080 px,8,8000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,17999
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,7499
Realme,4035 mAh,6.3 inch,2340 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,13999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Realme,5000 mAh,6.5 inch,720 x 1600 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,6000 mb,64 GB,64 MP Rear + 16MP Front Camera,Android,2,29999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,6000 mb,64 GB,64 MP Rear + 16MP Front Camera,Android,2,29999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,12000 mb,256 GB,64 MP Rear + 16MP Front Camera,Android,2,36999
Realme,4000 mAh,6.5 inch,2400 x 1080 px,8,12000 mb,256 GB,64 MP Rear + 16MP Front Camera,Android,2,36999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,6000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,19999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,6000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,19999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,4000 mb,64 GB,64 MP Rear + 32MP Front Camera,Android,2,17999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,4000 mb,64 GB,64 MP Rear + 32MP Front Camera,Android,2,17999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,8000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,20999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,6000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,19999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,8000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,20999
Realme,4000 mAh,6.4 inch,1080 x 2340 px,8,8000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,20999
Realme,4000 mAh,6.1 inch,1560 x 720 px,8,2000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,6499
Realme,5000 mAh,6.5 inch,1600 x 720 px,8,4000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,11999
Realme,4200 mAh,6.57 inch,2400 × 1080 px,8,8000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,25999
Realme,4200 mAh,6.57 inch,2400 × 1080 px,8,6000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,24999
Realme,4200 mAh,6.57 inch,2400 × 1080 px,8,8000 mb,128 GB,64 MP Rear + 16MP Front Camera,Android,2,25999
Realme,4200 mAh,6.57 inch,2400 × 1080 px,8,8000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,27999
Realme,4200 mAh,6.57 inch,2400 × 1080 px,8,12000 mb,256 GB,64 MP Rear + 32MP Front Camera,Android,2,32999
Realme,4200 mAh,6.57 inch,2400 × 1080 px,8,12000 mb,256 GB,64 MP Rear + 32MP Front Camera,Android,2,32999
Realme,4200 mAh,6.57 inch,2400 × 1080 px,8,8000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,27999
Realme,4230 mAh,6.22 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 13MP Front Camera,Android,2,8499
Realme,4230 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,9499
Realme,4230 mAh,6.22 inch,1520 x 720 px,8,3000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,9499
Realme,4230 mAh,6.22 inch,1520 x 720 px,8,3000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,9499
Realme,4230 mAh,6.22 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 13MP Front Camera,Android,2,8499
Realme,4230 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,10499
Realme,4230 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,10499
Redmi,5000 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,12 MP Rear + 8MP Front Camera,Android,2,9799
Redmi,5000 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,12 MP Rear + 8MP Front Camera,Android,2,9799
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
Redmi,5020 mAh,6.67 inch,2400 x 1080 pixel,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,16999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
Mi,4030 mAh,6.08 inch,1560 x 720 px,8,6000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,16939
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,16999
Mi,4030 mAh,6.08 inch,1560 x 720 px,8,6000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,14999
Mi,3400 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,128 GB,12 MP Rear + 5MP Front Camera,Android,2,16999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
Mi,4030 mAh,6.08 inch,1560 x 720 px,8,6000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,17350
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,8000 mb,256 GB,48 MP Rear + 20MP Front Camera,Android,2,29999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,13999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 20MP Front Camera,Android,2,21999
Redmi,3080 mAh,5.99 inch,1440 x 720 px,8,4000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,13495
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,8000 mb,256 GB,48 MP Rear + 20MP Front Camera,Android,2,29999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
Redmi,4000 mAh,6.26 inch,2280 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,15990
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,20 MP Rear + 20MP Front Camera,Android,2,13999
Mi,4780 mAh,6.67 inch,2340 x 1080 Pixel,8,8000 mb,256 GB,108 MP Rear + 20MP Front Camera,Android,2,55799
Mi,4780 mAh,6.67 inch,2340 x 1080 Pixel,8,8000 mb,128 GB,108 MP Rear + 20MP Front Camera,Android,2,51800
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,128 GB,20 MP Rear + 20MP Front Camera,Android,2,16899
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,128 GB,20 MP Rear + 20MP Front Camera,Android,2,16899
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,128 GB,20 MP Rear + 20MP Front Camera,Android,2,16899
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,16999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 20MP Front Camera,Android,2,24999
MI3,3050 mAh,5 inch,1920 x 1080 px,8,2000 mb,16 GB,13 MP Rear + 2MP Front Camera,Android,2,13999
Redmi,5000 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,12 MP Rear + 8MP Front Camera,Android,2,9799
Redmi,5000 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,12 MP Rear + 8MP Front Camera,Android,2,9799
Redmi,5000 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,12 MP Rear + 8MP Front Camera,Android,2,9799
Mi,4030 mAh,6.088 inch,1560 x 720 px,8,4000 mb,64 GB,48 MP Rear + 32MP Front Camera,Android,2,12999
Redmi,5020 mAh,6.67 inch,2400 x 1080 pixel,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,14999
Redmi,5020 mAh,6.67 inch,2400 x 1080 pixel,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,14999
Redmi,5020 mAh,6.67 inch,2400 x 1080 pixel,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,16998
Redmi,5000 mAh,6.22 inch,1520 x 720$$px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,7399
Redmi,5000 mAh,6.22 inch,1520 x 720$$pixel,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,7499
Redmi,4000 mAh,6.3 inch,2280 x 1080$$px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,11199
Redmi,4000 mAh,6.3 inch,2280 x 1080$$px,8,6000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,13261
Redmi,4000 mAh,6.3 inch,2280 x 1080$$px,8,3000 mb,32 GB,48 MP Rear + 13MP Front Camera,Android,2,10978
Mi,4030 mAh,6.088 inch,1560 x 720 px,8,4000 mb,64 GB,48 MP Rear + 32MP Front Camera,Android,2,12999
Mi,4030 mAh,6.088 inch,1560 x 720 px,8,4000 mb,64 GB,48 MP Rear + 32MP Front Camera,Android,2,12999
Redmi,4000 mAh,6.3 inch,2280 x 1080$$px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,11280
Redmi,4000 mAh,6.3 inch,2280 x 1080$$px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10100
Redmi,5000 mAh,6.22 inch,1520 x 720$$px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,7450
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,12999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,8000 mb,256 GB,48 MP Rear + 20MP Front Camera,Android,2,29999
Redmi,5020 mAh,6.67 inch,2400 x 1080 pixel,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,12999
Redmi,5020 mAh,6.67 inch,2400 x 1080 pixel,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,12999
Redmi,5000 mAh,6.22 inch,1520 x 720$$px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,7499
Redmi,4000 mAh,6.26 inch,2280 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,11999
Redmi,4000 mAh,6.26 inch,2280 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,11999
Redmi,4100 mAh,5.5 inch,1920 x 1080 px,8,4000 mb,64 GB,13 MP Rear + 5MP Front Camera,Android,2,12999
Redmi,4000 mAh,6.26 inch,2280 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,11999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 20MP Front Camera,Android,2,21999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,12999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,13999
Redmi,5020 mAh,6.67 inch,2400 x 1080 Pixel,8,6000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,16999
Redmi,5020 mAh,6.67 inch,2400 x 1080 Pixel,8,6000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,16999
Redmi,5000 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,12 MP Rear + 8MP Front Camera,Android,2,6999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,10999
Mi,4780 mAh,6.67 inch,2340 x 1080 Pixel,8,8000 mb,256 GB,108 MP Rear + 20MP Front Camera,Android,2,55400
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,13999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,16999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,12999
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,20 MP Rear + 20MP Front Camera,Android,2,13999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,17999
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,20 MP Rear + 20MP Front Camera,Android,2,13999
Redmi,3000 mAh,5 inch,1280 x 720 px,8,1000 mb,16 GB,8 MP Rear + 5MP Front Camera,Android,2,6700
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,12999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,3000 mb,32 GB,48 MP Rear + 13MP Front Camera,Android,2,9999
Redmi,3080 mAh,5.99 inch,1440 x 720 px,8,4000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,8499
Redmi,4000 mAh,5.45 inch,1440 x 720 px,8,2000 mb,32 GB,12 MP Rear + 5MP Front Camera,Android,2,6699
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Redmi,3080 mAh,5.99 inch,1440 x 720 px,8,3000 mb,32 GB,12 MP Rear + 16MP Front Camera,Android,2,7999
Redmi,3080 mAh,5.99 inch,1440 x 720 px,8,4000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,8499
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,3000 mb,32 GB,12 MP Rear + 13MP Front Camera,Android,2,9999
Redmi,4000 mAh,5.45 inch,1440 x 720 px,8,2000 mb,16 GB,12 MP Rear + 5MP Front Camera,Android,2,6499
Redmi,3000 mAh,5.45 inch,1440 x 720 px,8,3000 mb,32 GB,12 MP Rear + 5MP Front Camera,Android,2,7999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,3000 mb,32 GB,12 MP Rear + 13MP Front Camera,Android,2,9999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,11999
Redmi,4000 mAh,5.45 inch,1440 x 720 px,8,2000 mb,16 GB,12 MP Rear + 5MP Front Camera,Android,2,6499
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,13999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,12999
Redmi,4000 mAh,6.26 inch,1520 x 720 px,8,3000 mb,32 GB,12 MP Rear + 32MP Front Camera,Android,2,8369
Redmi,4000 mAh,6.26 inch,1520 x 720 px,8,3000 mb,32 GB,12 MP Rear + 32MP Front Camera,Android,2,8090
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,3000 mb,32 GB,12 MP Rear + 13MP Front Camera,Android,2,9999
Redmi,4000 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 20MP Front Camera,Android,2,21999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,3000 mb,32 GB,48 MP Rear + 13MP Front Camera,Android,2,9999
Mi,4780 mAh,6.67 inch,2340 x 1080 Pixel,8,8000 mb,256 GB,108 MP Rear + 20MP Front Camera,Android,2,55400
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,13999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,16999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,12999
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,20 MP Rear + 20MP Front Camera,Android,2,13999
Redmi,4000 mAh,5.99 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,17999
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,20 MP Rear + 20MP Front Camera,Android,2,13999
Redmi,3000 mAh,5 inch,1280 x 720 px,8,1000 mb,16 GB,8 MP Rear + 5MP Front Camera,Android,2,6700
Redmi,4100 mAh,5.5 inch,1920 x 1080 px,8,4000 mb,64 GB,13 MP Rear + 5MP Front Camera,Android,2,13999
Redmi,5000 mAh,6.22 inch,1520 x 720$$pixel,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,8499
Redmi,5000 mAh,6.22 inch,1520 x 720$$px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,8498
Redmi,5000 mAh,6.22 inch,1520 x 720$$pixel,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,9990
Redmi,5000 mAh,6.22 inch,1520 x 720$$pixel,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,9990
Redmi,4000 mAh,6.26 inch,2280 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,11349
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 13MP Front Camera,Android,2,16999
Redmi,5000 mAh,6.22 inch,1520 x 720$$pixel,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,9999
Redmi,5020 mAh,6.67 inch,2400 x 1080$$pixel,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,19999
Redmi,4000 mAh,6.3 inch,2340 x 1080 px,8,4000 mb,64 GB,12 MP Rear + 13MP Front Camera,Android,2,14800
Mi,3010 mAh,5.99 inch,2160 x 1080 px,8,4000 mb,64 GB,20 MP Rear + 20MP Front Camera,Android,2,13990
Redmi,4000 mAh,5.45 inch,1440 x 720 px,8,2000 mb,32 GB,12 MP Rear + 5MP Front Camera,Android,2,6699
Redmi,3080 mAh,5.99 inch,1440 x 720 px,8,3000 mb,32 GB,12 MP Rear + 16MP Front Camera,Android,2,8689
Redmi,3080 mAh,5.5 inch,1280 x 720 px,8,4000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,11599
Redmi,3080 mAh,5.99 inch,1440 x 720 px,8,3000 mb,32 GB,12 MP Rear + 16MP Front Camera,Android,2,7999
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,9900
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,10990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,10849
Vivo,4500 mAh,6.38 inch,2340 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 32MP Front Camera,Android,2,16990
Vivo,4500 mAh,6.38 inch,2340 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 32MP Front Camera,Android,2,16990
Vivo,4500 mAh,6.38 inch,2340 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,18990
Vivo,4500 mAh,6.38 inch,2340 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,18990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,4000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,12990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,10849
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,19990
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,19990
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,19990
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,8990
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,11982
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,8000 mb,128 GB,13 MP Rear + 16MP Front Camera,Android,2,17990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,8000 mb,128 GB,13 MP Rear + 16MP Front Camera,Android,2,17990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,6000 mb,128 GB,16 MP Rear + 32MP Front Camera,Android,2,17990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,4000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,13990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,6000 mb,128 GB,16 MP Rear + 32MP Front Camera,Android,2,17990
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,8705
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,8949
Vivo,5000 mAh,6.53 inch,1080 x 2340 px,8,4000 mb,128 GB,16 MP Rear + 16MP Front Camera,Android,2,16375
Vivo,4500 mAh,6.44 inch,2400 × 1080 px,8,8000 mb,256 GB,48 MP Rear + 32MP Front Camera,Android,2,31990
Vivo,4500 mAh,6.44 inch,2400 × 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,27990
Vivo,4500 mAh,6.44 inch,2400 × 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,27990
Vivo,4500 mAh,6.44 inch,2400 × 1080 px,8,8000 mb,256 GB,48 MP Rear + 32MP Front Camera,Android,2,31990
Vivo,4500 mAh,6.44 inch,2400 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,24990
Vivo,4500 mAh,6.44 inch,2400 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,24990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,11990
