Brand,Battery capacity,Screen size,Resolution,Processor,RAM,Internal storage,Camera,Operating system,Number of SIMs,Price
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,6000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,18990
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,4000 mb,128 GB,16 MP Rear + 32MP Front Camera,Android,2,16990
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,6000 mb,128 GB,16 MP Rear + 32MP Front Camera,Android,2,19990
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,4000 mb,128 GB,16 MP Rear + 32MP Front Camera,Android,2,16990
Vivo,4500 mAh,6.38 inch,1080 x 2340 px,8,6000 mb,128 GB,16 MP Rear + 32MP Front Camera,Android,2,19990
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,2000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,9199
Vivo,3700 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,22399
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,4000 mb,128 GB,13 MP Rear + 20MP Front Camera,Android,2,13990
Vivo,3700 mAh,6.39 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,21099
Vivo,4100 mAh,6.44 inch,2400 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,29499
Vivo,4100 mAh,6.44 inch,2400 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,29499
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,11490
Vivo,3700 mAh,6.39 inch,2340 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 32MP Front Camera,Android,2,28499
Vivo,3400 mAh,6.41 inch,2340 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 25MP Front Camera,Android,2,28990
Vivo,4000 mAh,6.59 inch,2316 x 1080 px,8,8000 mb,128 GB,12 MP Rear + 8MP Front Camera,Android,2,29990
Vivo,3260 mAh,6.1 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,13990
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,32 GB,16 MP Rear + 16MP Front Camera,Android,2,16990
Vivo,4000 mAh,6.53 inch,2340 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 32MP Front Camera,Android,2,21099
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,4000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,15500
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,14990
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,11990
Vivo,3000 mAh,5.7 inch,1440 x 720 px,8,4000 mb,32 GB,16 MP Rear + 24MP Front Camera,Android,2,18900
Vivo,3000 mAh,5.7 inch,1440 x 720 px,8,4000 mb,32 GB,16 MP Rear + 24MP Front Camera,Android,2,15990
Vivo,3260 mAh,6.22 inch,1520 x 720 px,8,4000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,11999
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,64 GB,16 MP Rear + 24MP Front Camera,Android,2,24000
Vivo,3360 mAh,6 inch,1440 x 720 Pixel,8,2000 mb,16 GB,8 MP Rear + 5MP Front Camera,Android,2,8900
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,4000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,15990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,10990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,14990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,4000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,13990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,14990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,12990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,12990
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,17990
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,17990
Vivo,3260 mAh,6.1 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,11500
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,32 GB,16 MP Rear + 16MP Front Camera,Android,2,17999
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,9990
Vivo,3360 mAh,6 inch,1440 x 720 px,8,3000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,10900
Vivo,3360 mAh,6 inch,1440 x 720 px,8,4000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,12000
Vivo,3225 mAh,5.99 inch,1440 x 720 px,8,4000 mb,64 GB,16 MP Rear + 24MP Front Camera,Android,2,22325
Vivo,2730 mAh,5.2 inch,1280 x 720 px,8,3000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,13995
Vivo,2730 mAh,5.2 inch,1280 x 720 px,8,3000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,13529
Vivo,3260 mAh,6.22 inch,1520 x 720 px,8,2000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,11990
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,4000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,15500
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,14990
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,11990
Vivo,3000 mAh,5.7 inch,1440 x 720 px,8,4000 mb,32 GB,16 MP Rear + 24MP Front Camera,Android,2,18900
Vivo,3000 mAh,5.7 inch,1440 x 720 px,8,4000 mb,32 GB,16 MP Rear + 24MP Front Camera,Android,2,15990
Vivo,3260 mAh,6.22 inch,1520 x 720 px,8,4000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,11999
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,64 GB,16 MP Rear + 24MP Front Camera,Android,2,24000
Vivo,3360 mAh,6 inch,1440 x 720 Pixel,8,2000 mb,16 GB,8 MP Rear + 5MP Front Camera,Android,2,8900
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,4000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,15990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,4000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,13990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,14990
Vivo,5000 mAh,6.53 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,14990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,12990
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,3000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,11490
Vivo,5000 mAh,6.35 inch,720 x 1544 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,12990
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,17990
Vivo,3260 mAh,6.3 inch,2280 x 1080 px,8,4000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,17990
Vivo,3360 mAh,6 inch,1440 x 720 px,8,3000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,10900
Vivo,3360 mAh,6 inch,1440 x 720 px,8,4000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,12000
Vivo,4030 mAh,6.22 inch,1520 x 720$$ px,8,2000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,8998
Vivo,4030 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,8990
Vivo,3000 mAh,5.5 inch,1280 x 720 px,8,3000 mb,32 GB,13 MP Rear + 16MP Front Camera,Android,2,14914
Vivo,3260 mAh,6.22 inch,1520 x 720$px,8,4000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,14538
Samsung,6000 mAh,6.4 inch,2340 x 1080$$pixel,8,4000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,17490
Samsung,5000 mAh,6.5 inch,1600 x 720 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,16499
Samsung,5000 mAh,6.5 inch,1600 x 720 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,16499
Samsung,5000 mAh,6.5 inch,1600 x 720 px,8,6000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,18499
Samsung,5000 mAh,6.5 inch,1600 x 720 px,8,6000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,18499
Samsung,5000 mAh,6.5 inch,1600 x 720 px,8,6000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,18499
Samsung,5000 mAh,6.5 inch,1600 x 720 px,8,4000 mb,64 GB,48 MP Rear + 13MP Front Camera,Android,2,17490
Samsung,6000 mAh,6.4 inch,2340 x 1080$$Pixel,8,4000 mb,64 GB,48 MP Rear + 20MP Front Camera,Android,2,15999
Samsung,6000 mAh,6.4 inch,2340 x 1080$$Pixel,8,4000 mb,64 GB,48 MP Rear + 20MP Front Camera,Android,2,15990
Samsung,2600 mAh,5 inch,960 x 540 px,8,1000 mb,16 GB,8 MP Rear + 5MP Front Camera,Android,2,6299
Samsung,6000 mAh,6.4 inch,2340 x 1080$$pixel,8,6000 mb,128 GB,64 MP Rear + 32MP Front Camera,Android,2,19900
Samsung,4500 mAh,6.7 inch,1080 x 2400 px,8,8000 mb,512 GB,48 MP Rear + 32MP Front Camera,Android,2,47999
Samsung,4500 mAh,6.7 inch,1080 x 2400 px,8,8000 mb,512 GB,48 MP Rear + 32MP Front Camera,Android,2,47999
Samsung,2000 mAh,4.7 inch,540 x 960 px,8,1000 mb,8 GB,5 MP Rear + 2MP Front Camera,Android,2,6000
Samsung,3600 mAh,5.5 inch,1920 x 1080 px,8,3000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,20995
Samsung,3000 mAh,5.5 inch,1280 x 720 px,8,2000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,11995
Samsung,3000 mAh,5.5 inch,1280 x 720 px,8,2000 mb,16 GB,13 MP Rear + 5MP Front Camera,Android,2,10995
Infinix,5000 mAh,6.6 inch,1600 x 720 px,8,4000 mb,64 GB,48 MP Rear + 8MP Front Camera,Android,2,9999
Infinix,5000 mAh,6.6 inch,1600 x 720 px,8,4000 mb,64 GB,48 MP Rear + 8MP Front Camera,Android,2,9999
Infinix,5000 mAh,6.6 inch,1600 x 720 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,8999
Infinix,5000 mAh,6.6 inch,1600 x 720 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,8999
Infinix,4000 mAh,5.93 inch,1080 x 2160 px,8,4000 mb,64 GB,16 MP Rear + 16MP Front Camera,Android,2,10999
Infinix,4000 mAh,6.53 inch,2340 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,11499
Infinix,4000 mAh,6.53 inch,2340 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,11499
Infinix,4000 mAh,5.93 inch,1080 x 2160 px,8,4000 mb,64 GB,16 MP Rear + 16MP Front Camera,Android,2,10999
Infinix,4000 mAh,6.2 inch,1500 x 720 px,8,3000 mb,32 GB,13 MP Rear + 16MP Front Camera,Android,2,10999
Infinix,4000 mAh,6.2 inch,1500 x 720 px,8,3000 mb,32 GB,13 MP Rear + 16MP Front Camera,Android,2,10999
Infinix,4500 mAh,5.99 inch,1080 x 2160 px,8,4000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,7699
Infinix,4500 mAh,5.99 inch,1080 x 2160 px,8,4000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,7699
Infinix,4000 mAh,6.19 inch,1500 x 720 px,8,4000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,9999
Infinix,4000 mAh,6.19 inch,1500 x 720 px,8,4000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,9999
Infinix,4000 mAh,6.19 inch,1500 x 720 px,8,4000 mb,64 GB,13 MP Rear + 13MP Front Camera,Android,2,9999
Infinix,4500 mAh,5.99 inch,1080 x 2160 px,8,3000 mb,32 GB,12 MP Rear + 16MP Front Camera,Android,2,7599
Infinix,4000 mAh,5.65 inch,720 x 1440 px,8,4000 mb,64 GB,13 MP Rear + 20MP Front Camera,Android,2,11999
Infinix,4000 mAh,5.65 inch,1440 x 720 px,8,4000 mb,64 GB,13 MP Rear + 20MP Front Camera,Android,2,11999
Infinix,4000 mAh,5.65 inch,720*1440 px,8,4000 mb,64 GB,13 MP Rear + 20MP Front Camera,Android,2,11999
Infinix,4000 mAh,6.6 inch,720 x 1600 px,8,4000 mb,64 GB,16 MP Rear + 16MP Front Camera,Android,2,8499
Infinix,4000 mAh,6.6 inch,720 x 1600 px,8,4000 mb,64 GB,16 MP Rear + 16MP Front Camera,Android,2,8499
Infinix,4000 mAh,6.6 inch,720 x 1600 px,8,4000 mb,64 GB,16 MP Rear + 16MP Front Camera,Android,2,8499
Infinix,4500 mAh,5.99 inch,1080 x 2160 px,8,3000 mb,32 GB,12 MP Rear + 16MP Front Camera,Android,2,7599
Infinix,4350 mAh,5.98 inch,1080 x 1920 px,8,6000 mb,128 GB,12 MP Rear + 16MP Front Camera,Android,2,19999
Infinix,4000 mAh,6.21 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear + 32MP Front Camera,Android,2,9599
Infinix,4000 mAh,6.21 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear + 32MP Front Camera,Android,2,9599
Infinix,4000 mAh,6.21 inch,720 x 1520 px,8,3000 mb,32 GB,13 MP Rear + 32MP Front Camera,Android,2,9599
Infinix,4000 mAh,6.6 inch,720 x 1600 px,8,4000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,9599
Infinix,4000 mAh,6.6 inch,720 x 1600 px,8,4000 mb,64 GB,16 MP Rear + 32MP Front Camera,Android,2,9599
Infinix,4000 mAh,5.65 inch,720*1440 px,8,3000 mb,32 GB,13 MP Rear + 20MP Front Camera,Android,2,9999
Infinix,4000 mAh,5.65 inch,720*1440 px,8,3000 mb,32 GB,13 MP Rear + 20MP Front Camera,Android,2,9999
Infinix,4000 mAh,5.65 inch,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear + 20MP Front Camera,Android,2,9999
Infinix,4000 mAh,5.65 inch,720 x 1440 px,8,3000 mb,32 GB,13 MP Rear + 20MP Front Camera,Android,2,9999
Infinix,4500 mAh,5.99 inch,1080 x 2160 px,8,4000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,7699
Infinix,4350 mAh,5.98 inch,1080 x 1920 px,8,6000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,17999
Infinix,4350 mAh,5.98 inch,1080 x 1920 px,8,6000 mb,64 GB,12 MP Rear + 16MP Front Camera,Android,2,17999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,6000 mb,128 GB,12 MP Rear + 20MP Front Camera,Android,2,18999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,8000 mb,256 GB,12 MP Rear + 20MP Front Camera,Android,2,22999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,8000 mb,256 GB,12 MP Rear + 20MP Front Camera,Android,2,22999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,8000 mb,256 GB,12 MP Rear + 20MP Front Camera,Android,2,22999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,19999
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,8000 mb,256 GB,64 MP Rear + 20MP Front Camera,Android,2,21499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,64 GB,64 MP Rear + 20MP Front Camera,Android,2,17499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,64 GB,64 MP Rear + 20MP Front Camera,Android,2,17499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,64 MP Rear + 20MP Front Camera,Android,2,18499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,64 MP Rear + 20MP Front Camera,Android,2,18499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,8000 mb,256 GB,64 MP Rear + 20MP Front Camera,Android,2,21499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,8000 mb,256 GB,64 MP Rear + 20MP Front Camera,Android,2,21499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,64 GB,64 MP Rear + 20MP Front Camera,Android,2,17499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,64 MP Rear + 20MP Front Camera,Android,2,18499
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,6000 mb,128 GB,12 MP Rear + 20MP Front Camera,Android,2,18999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,6000 mb,128 GB,12 MP Rear + 20MP Front Camera,Android,2,18999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,8000 mb,256 GB,12 MP Rear + 20MP Front Camera,Android,2,22999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,6000 mb,128 GB,12 MP Rear + 20MP Front Camera,Android,2,18999
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,64 MP Rear + 20MP Front Camera,Android,2,18499
POCO,4500 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,64 MP Rear + 20MP Front Camera,Android,2,18499
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,19999
POCO,4000 mAh,6.18 inch,2160 x 1080 px,8,6000 mb,64 GB,12 MP Rear + 20MP Front Camera,Android,2,19999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,14999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,16999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,13999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,16999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,16999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,14999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,14999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,13999
POCO,5000 mAh,6.67 inch,2400 x 1080 px,8,4000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,13999
OPPO,4230 mAh,6.5 inch,1600 x 720 px,8,4000 mb,64 GB,12 MP Rear + 8MP Front Camera,Android,2,12490
OPPO,4230 mAh,6.5 inch,1600 x 720 px,8,6000 mb,128 GB,12 MP Rear + 8MP Front Camera,Android,2,14990
OPPO,4230 mAh,6.5 inch,1600 x 720 px,8,6000 mb,128 GB,12 MP Rear + 8MP Front Camera,Android,2,14990
OPPO,4230 mAh,6.5 inch,1600 x 720 px,8,4000 mb,64 GB,12 MP Rear + 8MP Front Camera,Android,2,12490
OPPO,5000 mAh,6.5 inch,1600 x 720 px,8,4000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,16990
OPPO,4230 mAh,6.22 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,9990
OPPO,4230 mAh,6.22 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,9990
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,8990
OPPO,4000 mAh,6.4 inch,2400 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,18990
OPPO,4000 mAh,6.4 inch,2400 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,18990
OPPO,5000 mAh,6.5 inch,2400 x 1080 px,8,6000 mb,128 GB,12 MP Rear + 16MP Front Camera,Android,2,16990
OPPO,5000 mAh,6.5 inch,2400 x 1080 px,8,6000 mb,128 GB,12 MP Rear + 16MP Front Camera,Android,2,16990
OPPO,4230 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,8990
OPPO,4230 mAh,6.22 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 5MP Front Camera,Android,2,8990
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,11990
OPPO,5000 mAh,6.5 inch,1600 x 720 px,8,8000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,15990
OPPO,4000 mAh,6.4 inch,2400 x 1080 px,8,8000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,18990
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,15899
OPPO,4025 mAh,6.4 inch,2400 x 1080 px,8,8000 mb,128 GB,64 MP Rear + 44MP Front Camera,Android,2,29990
OPPO,4025 mAh,6.4 inch,2400 x 1080 px,8,8000 mb,128 GB,64 MP Rear + 44MP Front Camera,Android,2,29990
OPPO,4025 mAh,6.4 inch,2400 x 1080 px,8,8000 mb,128 GB,64 MP Rear + 44MP Front Camera,Android,2,29990
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,12990
OPPO,4000 mAh,6.5 inch,2340 x 1080 px,8,6000 mb,64 GB,48 MP Rear + 16MP Front Camera,Android,2,14990
OPPO,4065 mAh,6.6 inch,2340 x 1080 px,8,8000 mb,256 GB,48 MP Rear + 16MP Front Camera,Android,2,41990
OPPO,4000 mAh,6.5 inch,2340 x 1080 px,8,8000 mb,256 GB,48 MP Rear + 16MP Front Camera,Android,2,38990
OPPO,3730 mAh,6.4 inch,2340 x 1080 px,8,8000 mb,256 GB,16 MP Rear + 25MP Front Camera,Android,2,60990
OPPO,3730 mAh,6.4 inch,2340 x 1080 px,8,8000 mb,256 GB,16 MP Rear + 25MP Front Camera,Android,2,60990
OPPO,4000 mAh,6.5 inch,2340 x 1080 px,8,8000 mb,256 GB,48 MP Rear + 16MP Front Camera,Android,2,29999
OPPO,3180 mAh,5.7 inch,1440 x 720 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,14499
OPPO,5000 mAh,6.52 inch,1600 x 720 px,8,8000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,15990
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,13744
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,2000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,12990
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,9490
OPPO,3600 mAh,6.41 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 25MP Front Camera,Android,2,18989
OPPO,3500 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 25MP Front Camera,Android,2,19990
OPPO,3600 mAh,6.41 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 25MP Front Camera,Android,2,19038
OPPO,4020 mAh,6.53 inch,1080 x 2340 px,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,17990
OPPO,4000 mAh,6.1 inch,720 x 1560 px,8,2000 mb,32 GB,8 MP Rear + 5MP Front Camera,Android,2,8490
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,3000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,13990
OPPO,3500 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 25MP Front Camera,Android,2,19990
OPPO,3600 mAh,6.41 inch,2340 x 1080 px,8,4000 mb,64 GB,16 MP Rear + 25MP Front Camera,Android,2,19600
OPPO,3500 mAh,6.3 inch,2340 x 1080 px,8,6000 mb,64 GB,16 MP Rear + 25MP Front Camera,Android,2,21150
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 16MP Front Camera,Android,2,17500
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,12990
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 8MP Front Camera,Android,2,14495
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,2000 mb,16 GB,13 MP Rear + 8MP Front Camera,Android,2,9500
OPPO,4230 mAh,6.2 inch,1520 x 720 px,8,2000 mb,16 GB,13 MP Rear + 8MP Front Camera,Android,2,9500
OPPO,5000 mAh,6.52 inch,1600 x 720 px,8,4000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,13990
OPPO,4230 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 5MP Front Camera,Android,2,11490
OPPO,4230 mAh,6.22 inch,1520 x 720 px,8,4000 mb,64 GB,13 MP Rear + 5MP Front Camera,Android,2,11490
OPPO,4000 mAh,6.5 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,16990
OPPO,4000 mAh,6.5 inch,2340 x 1080 px,8,6000 mb,128 GB,48 MP Rear + 16MP Front Camera,Android,2,16990
OPPO,3700 mAh,6.4 inch,2340 x 1080 px,8,8000 mb,128 GB,12 MP Rear + 25MP Front Camera,Android,2,31590
OPPO,3180 mAh,5.7 inch,1440 x 720 px,8,3000 mb,32 GB,13 MP Rear + 8MP Front Camera,Android,2,13490
OPPO,3180 mAh,5.7 inch,1440 x 720 px,8,2000 mb,16 GB,13 MP Rear + 8MP Front Camera,Android,2,9490
OPPO,3400 mAh,6.23 inch,2280 x 1080 px,8,4000 mb,64 GB,16 MP Rear + 25MP Front Camera,Android,2,22990
